long,long,long,long,flags,flags,flags,flags,flags,flags,flags,flags,flags,None,flags,None,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,long,long,long,long,long,long,long,long,long,long,None,long,float,long,long,long,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,flags,long,long,flags,long,long,long,long,long,long,float,float,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,flags,long,flags,long,long,long,long,long,flags,long,long,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,flags,long,long,long,flags,flags,flags,long,long,flags,long,float,float,float,flags,long,long,long,long,long,flags,long,long,long,float,float,float,long,long,
45,32,0,12,0x40010,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,45,45,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,0,98,0,0,37,0,0.0,0.0,0.0,0,56,0,0,0,0,0,22,0,0,15,0,0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,2355,0x0,50,0,0x32,,,,,,,,,"Громова хода",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Відкидання найближчих противників назад.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
47,44,0,0,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,300000,0,0,0,0x0,101,0,0,0,1,1,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,6,0x0,1,0,0x32,,,,,,,,,"Спрінт (TEST)",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
49,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,135,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,10,0,0,1,0,0,0.0,0.0,0.0,999,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,3884,0x0,79,0,0x32,,,,,,,,,"Зцілювальний дотик (ВИПРОБУВАННЯ)",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Лікує ціль на $s1.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x2,0,0,0,1.0,0.0,0.0,0,0,
50,0,0,0,0x0,0x400,0x4,0x10000000,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,1,0,1,0,0,0,0,0,,13,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,77,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,137,0,0x32,,,,,,,,,"40238",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"40119",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x7F,0,0,0,0.0,0.0,0.0,0,0,
53,0,0,0,0x50010,0x8000200,0x100000,0x400,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,4,4,0,3,60,0,0,,2,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,32768,0x0,121,31,80,1,1,1,0.0,0.0,0.0,9,149,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,155,0x0,243,0,0x32,,,,,,,,,"Удар у спину",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Удар у спину, що завдає цілі $m2% шкоди від зброї та додатково ${$m1*1.5} од. шкоди. Для удару потрібно перебувати за спиною цілі та тримати кинджал у правій руці. Довжина серії прийомів збільшується на $s3.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x85,1000,0,8,0x800004,0x0,0x0,0,2,0x2,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,1.0,0.0,0,0,
56,32,0,12,0x40000,0x88,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,50,50,27,0,0,0,0,,2,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,2816,0x0,1460,0,0x32,,,,,,,,,"Приголомшення",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Приголомшення цілі на $d.",,,,,,,,0xFF01FE,,,,,,,,,"Приголомшення.",,,,,,,,0xFF01FE,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
58,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,0,0,10,0,0,,5,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,2,0,0,6,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,1,0,0x32,,,,,,,,,"Магічна ракета (ВИПРОБУВАННЯ)",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
59,0,0,0,0x12,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,4,25.0,59,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,4,0x0,2,0,0,10,0,0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,5,0x0,1,0,0x32,,,,,,,,,"Нормальний постріл з лука (ВИПРОБУВАННЯ)",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
60,0,0,0,0x12,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,5,25.0,59,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,4,0x0,2,0,0,10,0,0,0.0,0.0,0.0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,5,0x0,1,0,0x32,,,,,,,,,"Далекий постріл з лука (ТЕСТ)",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
61,0,0,0,0x12,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,25.0,59,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,4,0x0,2,0,0,10,0,0,0.0,0.0,0.0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,5,0x0,1,0,0x32,,,,,,,,,"Дуже далекий постріл з лука (ТЕСТ)",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
65,0,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,12,9,0,14,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,189,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,917504,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,6,0x0,30,0,0x32,,,,,,,,,"Пришвидшення",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Збільшує рейтинг швидкості ближнього бою на $s1 на $d.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x8,0,0,0,0.0,0.0,0.0,0,0,
66,1162,6,0,0x110000,0x20000,0x0,0x40000000,0x40,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,12,0,0,0,0,0,1,180000,0,8,660484,0,0x0,101,0,0,68,68,27,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,0,6,0,0,1,1,0.0,0.0,0.0,0,-1,99,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,1000,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,35009,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,7964,0x0,2308,0,0x32,,,,,,,,,"Невидимість",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"$?s54354[Заклинатель миттєво зникає, знижуючи рівень своєї загрози.][Маг поступово зникає, щосекунди знижуючи свій рівень загрози, і стає повністю невидимим після $66d.] Ефект переривається будь-якою дією заклинателя. Будучи невидимим, маг бачить лише інших невидимих істот і тих, хто може бачити невидимих. Час дії – $32612d.",,,,,,,,0xFF01FE,,,,,,,,,"Поступове зникнення.",,,,,,,,0xFF01FE,16,0x85,1500,0,3,0x80000000,0x40000,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x40,0,0,0,0.0,0.0,0.0,0,0,
67,0,1,0,0x0,0x88,0x4,0x20000,0x0,0x0,0x4000000,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,80,20,20,1,0,0,0,0,,6,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,1,1,-4.40000009537,0.0,0.0,-24,-1,-1,0,0,0,6,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,6839,0x0,1822,0,0x0,,,,,,,,,"Виправдання",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Успішні атаки ближнього бою паладина можуть зменшити силу атаки цілі на $s1 на $d.",,,,,,,,0xFF01FE,,,,,,,,,"Сила атаки зменшена на $s1.",,,,,,,,0xFF01FE,0,0x0,0,0,10,0x0,0x4000,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x2,0,0,0,0.0,0.0,0.0,0,0,
68,1,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,2,10000,0,0,0,0,0x0,101,0,0,0,0,0,0,10,0,0,,3,0.0,0,0,1963,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,2,0,0,12,0,0,0.0,0.0,0.0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,1,0,0x32,,,,,,,,,"Тестове заклинання редактора",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x20,0,0,0,1.29999995232,0.0,0.0,0,0,
71,47,0,0,0x29050010,0x10000400,0x0,0x100000,0x200000,0x0,0x1000,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,0,0,0,0x0,101,0,0,10,10,21,1,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,44,0x0,276,276,0x32,,,,,,,,,"Оборонна стійка",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Оборонна стійка, в якій отримувана шкода зменшується на $7376s1%, а завдавана шкода – на $7376s2%. Підвищує рівень створюваної загрози.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,4,0x800000,0x0,0x0,0,0,0x0,1,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
72,88,0,0,0x50010,0x8000200,0x0,0x8,0x0,0x0,0x800000,0x0,0x30000,,0x0,,0x0,0,0,1,0,0,0,0,0,0,0,0,1,0,12000,0,0,0,0x0,101,0,0,12,12,32,1,100,0,0,,2,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,4,64,0x0,68,64,0,1,1,0,0.0,0.0,0.0,-1,-1,0,26,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29703,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,42,0x0,280,0,0x32,,,,,,,,,"Удар щитом",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FE,,,,,,,,,"Удар щитом, що викликає у противника запаморочення. Удар перериває виголошення заклинання противником у момент удару й унеможливлює застосування заклинань тієї ж школи протягом $d.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,4,0x800,0x0,0x0,0,2,0x2,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
75,0,0,0,0x50012,0x0,0x20,0x8000,0x1000001,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,33,0,0,0x0,101,0,0,1,1,0,0,0,0,0,,114,40.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,262156,0x0,58,0,0,1,0,0,0.0,0.0,0.0,-1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,83,122,0x32,,,,,,,,,"Автоматична стрільба",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"$GМисливець:Мисливиця; відкриває безперервну стрільбу по цілі. Швидкість стрільби мисливців вища на $34082s2%.",,,,,,,,0xFF01FE,,,,,,,,,"Стрільба по цілі.",,,,,,,,0xFF01FE,0,0x0,0,0,9,0x1,0x0,0x0,0,3,0x2,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
77,0,0,0,0x40010,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0x0,101,0,0,0,1,21,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,6,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22,10,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,127,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,1,0,0x32,,,,,,,,,"Черепаший панцир",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
78,0,0,0,0x50014,0x8000000,0x0,0x400,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,1,1,0,1,150,0,0,,2,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,173555,0x0,58,0,0,1,0,0,0.0,0.0,0.0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,39,0x0,856,0,0x32,,,,,,,,,"Удар героя",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Потужна атака, що збільшує шкоду в ближньому бою на $s1 од. і значно підвищує рівень створюваної загрози.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,4,0x40,0x0,0x0,0,2,0x2,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
81,0,0,0,0x50,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,101,0,0,1,1,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,20,0,0,6,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,30,0,0x32,,,,,,,,,"Ухилення",,,,,,,,0xFF01FE,,,,,,,,,"Пассивна",,,,,,,,0xFF01FE,,,,,,,,,"Дає шанс ухилитися від атаки ближнього бою.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
87,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,21,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,6,6,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,77,77,4,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,29,11,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,7576,0x0,2169,0,0x32,,,,,,,,,"Автоматичний імунітет до механіки",,,,,,,,0xFF01FE,,,,,,,,,"QAE",,,,,,,,0xFF01FE,,,,,,,,,"Надання імунітету до механіки будь-яких заклинань. Використовується в автоматичних сценаріях, щоб зробити робота несприйнятливим до негативних впливів, не позбавляючи його можливості взаємодіяти з об'єктами.",,,,,,,,0xFF01FE,,,,,,,,,"Несприйнятливість до механіки заклинань.",,,,,,,,0xFF01FE,0,0x0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x20,0,0,0,0.0,0.0,0.0,0,0,
89,0,1,11,0x10000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,30000,0,8,0,0,0x0,101,0,0,60,60,18,0,210,0,0,,4,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,6,6,1,1,1,0.0,0.0,0.0,-21,-21,-41,8,8,0,6,6,6,0,0,0,0,0,0,138,140,33,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,351,0x0,96,0,0x32,,,,,,,,,"Увеччя",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Наносить цілі каліцтва, знижуючи швидкість її пересування на $s3% та збільшуючи проміжок між атаками в ближньому та дальньому бою на $s1%. Час дії – $d.",,,,,,,,0xFF01FE,,,,,,,,,"Швидкість пересування знижена на $s3%. Час між атаками ближнього та дальнього бою збільшено на $s1%.",,,,,,,,0xFF01FE,0,0x85,1500,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x20,0,0,0,0.0,0.0,0.0,0,0,
91,65,1,0,0x40410,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,30000,0,0,0,0x0,101,0,0,4,4,9,0,0,0,0,,2,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,3,0x0,6,0,0,1,0,0,-1.0,0.0,0.0,-11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,49,0x0,23,0,0x32,,,,,,,,,"Варварський штурм",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,2,0x2,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
